file	original_loc	target_rust_path	status	agent_id	started_at	completed_at	notes
pcsx2\DEV9\PacketReader\IP\UDP\DNS\DNS_Classes.cpp	116	rust\translations\pcsx2/DEV9/PacketReader/IP/UDP/DNS/DNS_Classes.rs	pending				
pcsx2\DEV9\PacketReader\IP\UDP\DNS\DNS_Classes.h	35	rust\translations\pcsx2/DEV9/PacketReader/IP/UDP/DNS/DNS_Classes.rs	pending				
pcsx2\DEV9\PacketReader\IP\UDP\DNS\DNS_Enums.h	29	rust\translations\pcsx2/DEV9/PacketReader/IP/UDP/DNS/DNS_Enums.rs	pending				
pcsx2\DEV9\PacketReader\IP\UDP\DNS\DNS_Packet.cpp	161	rust\translations\pcsx2/DEV9/PacketReader/IP/UDP/DNS/DNS_Packet.rs	pending				
pcsx2\DEV9\PacketReader\IP\UDP\DNS\DNS_Packet.h	53	rust\translations\pcsx2/DEV9/PacketReader/IP/UDP/DNS/DNS_Packet.rs	pending				
pcsx2\DEV9\PacketReader\IP\UDP\UDP_Packet.cpp	106	rust\translations\pcsx2/DEV9/PacketReader/IP/UDP/UDP_Packet.rs	pending				
pcsx2\DEV9\PacketReader\IP\UDP\UDP_Packet.h	31	rust\translations\pcsx2/DEV9/PacketReader/IP/UDP/UDP_Packet.rs	pending				
pcsx2\DEV9\PacketReader\MAC_Address.h	23	rust\translations\pcsx2/DEV9/PacketReader/MAC_Address.rs	pending				
pcsx2\DEV9\PacketReader\NetLib.h	79	rust\translations\pcsx2/DEV9/PacketReader/NetLib.rs	pending				
pcsx2\DEV9\PacketReader\Payload.h	120	rust\translations\pcsx2/DEV9/PacketReader/Payload.rs	pending				
pcsx2\DEV9\pcap_io.cpp	401	rust\translations\pcsx2/DEV9/pcap_io.rs	pending				
pcsx2\DEV9\pcap_io.h	40	rust\translations\pcsx2/DEV9/pcap_io.rs	pending				
pcsx2\DEV9\Sessions\BaseSession.cpp	33	rust\translations\pcsx2/DEV9/Sessions/BaseSession.rs	pending				
pcsx2\DEV9\Sessions\BaseSession.h	63	rust\translations\pcsx2/DEV9/Sessions/BaseSession.rs	pending				
pcsx2\DEV9\Sessions\ICMP_Session\ICMP_Session.cpp	807	rust\translations\pcsx2/DEV9/Sessions/ICMP_Session/ICMP_Session.rs	pending				
pcsx2\DEV9\Sessions\ICMP_Session\ICMP_Session.h	70	rust\translations\pcsx2/DEV9/Sessions/ICMP_Session/ICMP_Session.rs	pending				
pcsx2\DEV9\Sessions\TCP_Session\TCP_Session_In.cpp	231	rust\translations\pcsx2/DEV9/Sessions/TCP_Session/TCP_Session_In.rs	pending				
pcsx2\DEV9\Sessions\TCP_Session\TCP_Session_Out.cpp	539	rust\translations\pcsx2/DEV9/Sessions/TCP_Session/TCP_Session_Out.rs	pending				
pcsx2\DEV9\Sessions\TCP_Session\TCP_Session.cpp	148	rust\translations\pcsx2/DEV9/Sessions/TCP_Session/TCP_Session.rs	pending				
pcsx2\DEV9\Sessions\TCP_Session\TCP_Session.h	123	rust\translations\pcsx2/DEV9/Sessions/TCP_Session/TCP_Session.rs	pending				
pcsx2\DEV9\Sessions\UDP_Session\UDP_BaseSession.h	17	rust\translations\pcsx2/DEV9/Sessions/UDP_Session/UDP_BaseSession.rs	pending				
pcsx2\DEV9\Sessions\UDP_Session\UDP_Common.cpp	169	rust\translations\pcsx2/DEV9/Sessions/UDP_Session/UDP_Common.rs	pending				
pcsx2\DEV9\Sessions\UDP_Session\UDP_Common.h	27	rust\translations\pcsx2/DEV9/Sessions/UDP_Session/UDP_Common.rs	pending				
pcsx2\DEV9\Sessions\UDP_Session\UDP_FixedPort.cpp	168	rust\translations\pcsx2/DEV9/Sessions/UDP_Session/UDP_FixedPort.rs	pending				
pcsx2\DEV9\Sessions\UDP_Session\UDP_FixedPort.h	42	rust\translations\pcsx2/DEV9/Sessions/UDP_Session/UDP_FixedPort.rs	pending				
pcsx2\DEV9\Sessions\UDP_Session\UDP_Session.cpp	230	rust\translations\pcsx2/DEV9/Sessions/UDP_Session/UDP_Session.rs	pending				
pcsx2\DEV9\Sessions\UDP_Session\UDP_Session.h	47	rust\translations\pcsx2/DEV9/Sessions/UDP_Session/UDP_Session.rs	pending				
pcsx2\DEV9\SimpleQueue.h	84	rust\translations\pcsx2/DEV9/SimpleQueue.rs	pending				
pcsx2\DEV9\smap.cpp	781	rust\translations\pcsx2/DEV9/smap.rs	pending				
pcsx2\DEV9\smap.h	13	rust\translations\pcsx2/DEV9/smap.rs	pending				
pcsx2\DEV9\sockets.cpp	532	rust\translations\pcsx2/DEV9/sockets.rs	pending				
pcsx2\DEV9\sockets.h	55	rust\translations\pcsx2/DEV9/sockets.rs	pending				
pcsx2\DEV9\ThreadSafeMap.h	86	rust\translations\pcsx2/DEV9/ThreadSafeMap.rs	pending				
pcsx2\DEV9\Win32\pcap_io_win32_funcs.h	95	rust\translations\pcsx2/DEV9/Win32/pcap_io_win32_funcs.rs	pending				
pcsx2\DEV9\Win32\pcap_io_win32.cpp	92	rust\translations\pcsx2/DEV9/Win32/pcap_io_win32.rs	pending				
pcsx2\DEV9\Win32\tap-win32.cpp	532	rust\translations\pcsx2/DEV9/Win32/tap-win32.rs	pending				
pcsx2\DEV9\Win32\tap.h	26	rust\translations\pcsx2/DEV9/Win32/tap.rs	pending				
pcsx2\Dmac.cpp	507	rust\translations\pcsx2/Dmac.rs	translated	agent-batch-fillin-002	2026-06-19T05.14.26	agent-batch-003
pcsx2\Dmac.h	493	rust\translations\pcsx2/Dmac.rs	translated	agent-batch-fillin-002	2026-06-19T05.14.26	agent-batch-003
pcsx2\Elfheader.cpp	287	rust\translations\pcsx2/Elfheader.rs	translated	agent-batch-fillin-002	2026-06-19T05.14.26	2026-06-19T05.14.26	agent-batch-003
pcsx2\Elfheader.h	129	rust\translations\pcsx2/Elfheader.rs	translated	agent-batch-fillin-002	2026-06-19T05.14.26	2026-06-19T05.14.26	agent-batch-003
pcsx2\FiFo.cpp	124	rust\translations\pcsx2/FiFo.rs	translated	agent-batch-fillin-003	2026-06-20T00.00.00	2026-06-20T00.00.00	Created Fifo.rs with Fifo<T> VecDeque-backed ring buffer; FIFO_VIF0/VIF1/GIF statics capacity 32; ReadFIFO_VIF1/WriteFIFO_VIF0/WriteFIFO_VIF1/WriteFIFO_GIF wrappers
pcsx2\FPU.cpp	334	rust\translations\pcsx2/Fpu.rs	pending	agent-batch-fillin-002
pcsx2\FW.cpp	162	rust\translations\pcsx2/FwSpr.rs	translated	agent-batch-fillin-002		2026-06-19	agent-batch-fillin-002
pcsx2\FW.h	16	rust\translations\pcsx2/FwSpr.rs	translated	agent-batch-fillin-002		2026-06-19	agent-batch-fillin-002				
pcsx2\GameDatabase.cpp	1094	rust\translations\pcsx2/GameDatabase.rs	pending				
pcsx2\GameDatabase.h	143	rust\translations\pcsx2/GameDatabase.rs	pending				
pcsx2\GameList.cpp	1317	rust\translations\pcsx2/GameList.rs	pending				
pcsx2\GameList.h	135	rust\translations\pcsx2/GameList.rs	pending				
pcsx2\Gif_Logger.cpp	64	rust\translations\pcsx2/GifLogger.rs	translated	giflogger-rs	2026-06-20	2026-06-20	Rewrote as idiomatic Rust 2021 module. Module name is GifLogger.rs (not Gif_Logger.rs per TSV column) - the table value is kept unchanged for backwards compatibility. Added GIF_FLG_*, GIF_REG_* consts, GifPath/GifFlg enums, GifTag struct with parse(), GsPacket struct, gif_reg_name helper, parse_log and parse_gs_packet functions. Sink-based LogSink closure, no external crates.
pcsx2\Gif_Unit.cpp	229	rust\translations\pcsx2/Gif_Unit.rs	pending				
pcsx2\Gif_Unit.h	832	rust\translations\pcsx2/Gif_Unit.rs	pending				
pcsx2\Gif.cpp	671	rust\translations\pcsx2/Gif.rs	pending				
pcsx2\Gif.h	233	rust\translations\pcsx2/Gif.rs	pending				
pcsx2\GS.cpp	281	rust\translations\pcsx2/GS.rs	pending				
pcsx2\GS.h	218	rust\translations\pcsx2/GS.rs	pending				
pcsx2\GS\GS.cpp	1202	rust\translations\pcsx2/GS/GS.rs	pending				
pcsx2\GS\GS.h	116	rust\translations\pcsx2/GS/GS.rs	pending				
pcsx2\GS\GSAlignedClass.h	44	rust\translations\pcsx2/GS/GSAlignedClass.rs	pending				
pcsx2\GS\GSBlock.cpp	19	rust\translations\pcsx2/GS/GSBlock.rs	pending				
pcsx2\GS\GSBlock.h	1505	rust\translations\pcsx2/GS/GSBlock.rs	pending				
pcsx2\GS\GSCapture.cpp	1317	rust\translations\pcsx2/GS/GSCapture.rs	pending				
pcsx2\GS\GSCapture.h	36	rust\translations\pcsx2/GS/GSCapture.rs	pending				
pcsx2\GS\GSClut.cpp	795	rust\translations\pcsx2/GS/GSClut.rs	pending				
pcsx2\GS\GSClut.h	108	rust\translations\pcsx2/GS/GSClut.rs	pending				
pcsx2\GS\GSDrawingContext.cpp	248	rust\translations\pcsx2/GS/GSDrawingContext.rs	pending				
pcsx2\GS\GSDrawingContext.h	39	rust\translations\pcsx2/GS/GSDrawingContext.rs	pending				
pcsx2\GS\GSDrawingEnvironment.cpp	117	rust\translations\pcsx2/GS/GSDrawingEnvironment.rs	pending				
pcsx2\GS\GSDrawingEnvironment.h	25	rust\translations\pcsx2/GS/GSDrawingEnvironment.rs	pending				
pcsx2\GS\GSDump.cpp	357	rust\translations\pcsx2/GS/GSDump.rs	pending				
pcsx2\GS\GSDump.h	65	rust\translations\pcsx2/GS/GSDump.rs	pending				
pcsx2\GS\GSExtra.h	120	rust\translations\pcsx2/GS/GSExtra.rs	pending				
pcsx2\GS\GSGL.h	51	rust\translations\pcsx2/GS/GSGL.rs	pending				
pcsx2\GS\GSJobQueue.h	72	rust\translations\pcsx2/GS/GSJobQueue.rs	pending				
pcsx2\GS\GSLocalMemory.cpp	672	rust\translations\pcsx2/GS/GSLocalMemory.rs	pending				
pcsx2\GS\GSLocalMemory.h	951	rust\translations\pcsx2/GS/GSLocalMemory.rs	pending				
pcsx2\GS\GSLocalMemoryMultiISA.cpp	1123	rust\translations\pcsx2/GS/GSLocalMemoryMultiISA.rs	pending				
pcsx2\GS\GSLzma.cpp	531	rust\translations\pcsx2/GS/GSLzma.rs	pending				
pcsx2\GS\GSLzma.h	294	rust\translations\pcsx2/GS/GSLzma.rs	pending				
pcsx2\GS\GSPerfMon.cpp	56	rust\translations\pcsx2/GS/GSPerfMon.rs	pending				
pcsx2\GS\GSPerfMon.h	59	rust\translations\pcsx2/GS/GSPerfMon.rs	pending				
pcsx2\GS\GSPng.cpp	108	rust\translations\pcsx2/GS/GSPng.rs	pending				
pcsx2\GS\GSPng.h	35	rust\translations\pcsx2/GS/GSPng.rs	pending				
pcsx2\GS\GSRegs.h	1160	rust\translations\pcsx2/GS/GSRegs.rs	pending				
pcsx2\GS\GSRingHeap.cpp	217	rust\translations\pcsx2/GS/GSRingHeap.rs	pending				
pcsx2\GS\GSRingHeap.h	231	rust\translations\pcsx2/GS/GSRingHeap.rs	pending				
pcsx2\GS\GSShaderCompileIndicator.h	77	rust\translations\pcsx2/GS/GSShaderCompileIndicator.rs	pending				
pcsx2\GS\GSState.cpp	6346	rust\translations\pcsx2/GS/GSState.rs	pending				
pcsx2\GS\GSState.h	467	rust\translations\pcsx2/GS/GSState.rs	pending				
pcsx2\GS\GSTables.cpp	285	rust\translations\pcsx2/GS/GSTables.rs	pending				
pcsx2\GS\GSTables.h	128	rust\translations\pcsx2/GS/GSTables.rs	pending				
pcsx2\GS\GSUtil.cpp	321	rust\translations\pcsx2/GS/GSUtil.rs	pending				
pcsx2\GS\GSUtil.h	153	rust\translations\pcsx2/GS/GSUtil.rs	pending				
pcsx2\GS\GSVector.cpp	184	rust\translations\pcsx2/GS/GSVector.rs	pending				
pcsx2\GS\GSVector.h	191	rust\translations\pcsx2/GS/GSVector.rs	pending				
pcsx2\GS\GSVector4_arm64.h	632	rust\translations\pcsx2/GS/GSVector4_arm64.rs	pending				
pcsx2\GS\GSVector4.h	686	rust\translations\pcsx2/GS/GSVector4.rs	pending				
pcsx2\GS\GSVector4i_arm64.h	1844	rust\translations\pcsx2/GS/GSVector4i_arm64.rs	pending				
pcsx2\GS\GSVector4i.h	1854	rust\translations\pcsx2/GS/GSVector4i.rs	pending				
pcsx2\GS\GSVector8.h	725	rust\translations\pcsx2/GS/GSVector8.rs	pending				
pcsx2\GS\GSVector8i.h	1455	rust\translations\pcsx2/GS/GSVector8i.rs	pending				
pcsx2\GS\GSXXH.cpp	28	rust\translations\pcsx2/GS/GSXXH.rs	pending				
pcsx2\GS\GSXXH.h	28	rust\translations\pcsx2/GS/GSXXH.rs	pending				
pcsx2\GS\MultiISA.cpp	92	rust\translations\pcsx2/GS/MultiISA.rs	pending				
pcsx2\GS\MultiISA.h	74	rust\translations\pcsx2/GS/MultiISA.rs	pending				
pcsx2\GS\Renderers\Common\GSDevice.cpp	1740	rust\translations\pcsx2/GS/Renderers/Common/GSDevice.rs	pending				
pcsx2\GS\Renderers\Common\GSDevice.h	1498	rust\translations\pcsx2/GS/Renderers/Common/GSDevice.rs	pending				
pcsx2\GS\Renderers\Common\GSDirtyRect.cpp	73	rust\translations\pcsx2/GS/Renderers/Common/GSDirtyRect.rs	pending				
pcsx2\GS\Renderers\Common\GSDirtyRect.h	35	rust\translations\pcsx2/GS/Renderers/Common/GSDirtyRect.rs	pending				
pcsx2\GS\Renderers\Common\GSFastList.h	301	rust\translations\pcsx2/GS/Renderers/Common/GSFastList.rs	pending				
pcsx2\GS\Renderers\Common\GSFunctionMap.cpp	30	rust\translations\pcsx2/GS/Renderers/Common/GSFunctionMap.rs	pending				
pcsx2\GS\Renderers\Common\GSFunctionMap.h	160	rust\translations\pcsx2/GS/Renderers/Common/GSFunctionMap.rs	pending				
pcsx2\GS\Renderers\Common\GSRenderer.cpp	1049	rust\translations\pcsx2/GS/Renderers/Common/GSRenderer.rs	pending				
pcsx2\GS\Renderers\Common\GSRenderer.h	46	rust\translations\pcsx2/GS/Renderers/Common/GSRenderer.rs	pending				
pcsx2\GS\Renderers\Common\GSShaderEnums.h	56	rust\translations\pcsx2/GS/Renderers/Common/GSShaderEnums.rs	pending				
pcsx2\GS\Renderers\Common\GSTexture.cpp	211	rust\translations\pcsx2/GS/Renderers/Common/GSTexture.rs	pending				
pcsx2\GS\Renderers\Common\GSTexture.h	214	rust\translations\pcsx2/GS/Renderers/Common/GSTexture.rs	pending				
pcsx2\GS\Renderers\Common\GSVertex.h	66	rust\translations\pcsx2/GS/Renderers/Common/GSVertex.rs	pending				
pcsx2\GS\Renderers\Common\GSVertexTrace.cpp	141	rust\translations\pcsx2/GS/Renderers/Common/GSVertexTrace.rs	pending				
pcsx2\GS\Renderers\Common\GSVertexTrace.h	70	rust\translations\pcsx2/GS/Renderers/Common/GSVertexTrace.rs	pending				
pcsx2\GS\Renderers\Common\GSVertexTraceFMM.cpp	211	rust\translations\pcsx2/GS/Renderers/Common/GSVertexTraceFMM.rs	pending				
pcsx2\GS\Renderers\DX11\D3D.cpp	488	rust\translations\pcsx2/GS/Renderers/DX11/D3D.rs	pending				
pcsx2\GS\Renderers\DX11\D3D.h	60	rust\translations\pcsx2/GS/Renderers/DX11/D3D.rs	pending				
pcsx2\GS\Renderers\DX11\D3D11ShaderCache.cpp	378	rust\translations\pcsx2/GS/Renderers/DX11/D3D11ShaderCache.rs	pending				
pcsx2\GS\Renderers\DX11\D3D11ShaderCache.h	71	rust\translations\pcsx2/GS/Renderers/DX11/D3D11ShaderCache.rs	pending				
pcsx2\GS\Renderers\DX11\GSDevice11.cpp	2692	rust\translations\pcsx2/GS/Renderers/DX11/GSDevice11.rs	pending				
pcsx2\GS\Renderers\DX11\GSDevice11.h	343	rust\translations\pcsx2/GS/Renderers/DX11/GSDevice11.rs	pending				
pcsx2\GS\Renderers\DX11\GSTexture11.cpp	257	rust\translations\pcsx2/GS/Renderers/DX11/GSTexture11.rs	pending				
pcsx2\GS\Renderers\DX11\GSTexture11.h	54	rust\translations\pcsx2/GS/Renderers/DX11/GSTexture11.rs	pending				
pcsx2\GS\Renderers\DX12\D3D12Builders.cpp	319	rust\translations\pcsx2/GS/Renderers/DX12/D3D12Builders.rs	pending				
pcsx2\GS\Renderers\DX12\D3D12Builders.h	101	rust\translations\pcsx2/GS/Renderers/DX12/D3D12Builders.rs	pending				
pcsx2\GS\Renderers\DX12\D3D12DescriptorHeapManager.cpp	132	rust\translations\pcsx2/GS/Renderers/DX12/D3D12DescriptorHeapManager.rs	pending				
pcsx2\GS\Renderers\DX12\D3D12DescriptorHeapManager.h	203	rust\translations\pcsx2/GS/Renderers/DX12/D3D12DescriptorHeapManager.rs	pending				
pcsx2\GS\Renderers\DX12\D3D12ShaderCache.cpp	518	rust\translations\pcsx2/GS/Renderers/DX12/D3D12ShaderCache.rs	pending				
pcsx2\GS\Renderers\DX12\D3D12ShaderCache.h	106	rust\translations\pcsx2/GS/Renderers/DX12/D3D12ShaderCache.rs	pending				
pcsx2\GS\Renderers\DX12\D3D12StreamBuffer.cpp	280	rust\translations\pcsx2/GS/Renderers/DX12/D3D12StreamBuffer.rs	pending				
pcsx2\GS\Renderers\DX12\D3D12StreamBuffer.h	60	rust\translations\pcsx2/GS/Renderers/DX12/D3D12StreamBuffer.rs	pending				
pcsx2\GS\Renderers\DX12\GSDevice12.cpp	4004	rust\translations\pcsx2/GS/Renderers/DX12/GSDevice12.rs	pending				
pcsx2\GS\Renderers\DX12\GSDevice12.h	578	rust\translations\pcsx2/GS/Renderers/DX12/GSDevice12.rs	pending				
pcsx2\GS\Renderers\DX12\GSTexture12.cpp	1185	rust\translations\pcsx2/GS/Renderers/DX12/GSTexture12.rs	pending				
pcsx2\GS\Renderers\DX12\GSTexture12.h	126	rust\translations\pcsx2/GS/Renderers/DX12/GSTexture12.rs	pending				
pcsx2\GS\Renderers\HW\GSHwHack.cpp	1348	rust\translations\pcsx2/GS/Renderers/HW/GSHwHack.rs	pending				
pcsx2\GS\Renderers\HW\GSHwHack.h	45	rust\translations\pcsx2/GS/Renderers/HW/GSHwHack.rs	pending				
pcsx2\GS\Renderers\HW\GSRendererHW.cpp	9535	rust\translations\pcsx2/GS/Renderers/HW/GSRendererHW.rs	pending				
pcsx2\GS\Renderers\HW\GSRendererHW.h	342	rust\translations\pcsx2/GS/Renderers/HW/GSRendererHW.rs	pending				
pcsx2\GS\Renderers\HW\GSRendererHWMultiISA.cpp	456	rust\translations\pcsx2/GS/Renderers/HW/GSRendererHWMultiISA.rs	pending				
pcsx2\GS\Renderers\HW\GSTextureCache.cpp	7914	rust\translations\pcsx2/GS/Renderers/HW/GSTextureCache.rs	translated			2026-06-19T06.26.45	agent-batch-010-011
pcsx2\GS\Renderers\HW\GSTextureCache.h	488	rust\translations\pcsx2/GS/Renderers/HW/GSTextureCache.rs	translated			2026-06-19T06.26.45	agent-batch-010-011
pcsx2\GS\Renderers\HW\GSTextureReplacementLoaders.cpp	541	rust\translations\pcsx2/GS/Renderers/HW/GSTextureReplacementLoaders.rs	pending				
pcsx2\GS\Renderers\HW\GSTextureReplacements.cpp	837	rust\translations\pcsx2/GS/Renderers/HW/GSTextureReplacements.rs	pending				
pcsx2\GS\Renderers\HW\GSTextureReplacements.h	48	rust\translations\pcsx2/GS/Renderers/HW/GSTextureReplacements.rs	pending				
pcsx2\GS\Renderers\HW\GSVertexHW.h	19	rust\translations\pcsx2/GS/Renderers/HW/GSVertexHW.rs	pending				
pcsx2\GS\Renderers\Metal\GSDeviceMTL.h	438	rust\translations\pcsx2/GS/Renderers/Metal/GSDeviceMTL.rs	pending				
pcsx2\GS\Renderers\Metal\GSMetalCPPAccessible.h	12	rust\translations\pcsx2/GS/Renderers/Metal/GSMetalCPPAccessible.rs	pending				
pcsx2\GS\Renderers\Metal\GSMTLDeviceInfo.h	48	rust\translations\pcsx2/GS/Renderers/Metal/GSMTLDeviceInfo.rs	pending				
pcsx2\GS\Renderers\Metal\GSMTLShaderCommon.h	46	rust\translations\pcsx2/GS/Renderers/Metal/GSMTLShaderCommon.rs	pending				
pcsx2\GS\Renderers\Metal\GSMTLSharedHeader.h	208	rust\translations\pcsx2/GS/Renderers/Metal/GSMTLSharedHeader.rs	pending				
pcsx2\GS\Renderers\Metal\GSTextureMTL.h	56	rust\translations\pcsx2/GS/Renderers/Metal/GSTextureMTL.rs	pending				
pcsx2\GS\Renderers\Null\GSRendererNull.cpp	16	rust\translations\pcsx2/GS/Renderers/Null/GSRendererNull.rs	pending				
pcsx2\GS\Renderers\Null\GSRendererNull.h	13	rust\translations\pcsx2/GS/Renderers/Null/GSRendererNull.rs	pending				
pcsx2\GS\Renderers\OpenGL\GLContext.cpp	62	rust\translations\pcsx2/GS/Renderers/OpenGL/GLContext.rs	pending				
pcsx2\GS\Renderers\OpenGL\GLContext.h	37	rust\translations\pcsx2/GS/Renderers/OpenGL/GLContext.rs	pending				
pcsx2\GS\Renderers\OpenGL\GLContextEGL.cpp	459	rust\translations\pcsx2/GS/Renderers/OpenGL/GLContextEGL.rs	pending				
pcsx2\GS\Renderers\OpenGL\GLContextEGL.h	44	rust\translations\pcsx2/GS/Renderers/OpenGL/GLContextEGL.rs	pending				
pcsx2\GS\Renderers\OpenGL\GLContextEGLWayland.cpp	94	rust\translations\pcsx2/GS/Renderers/OpenGL/GLContextEGLWayland.rs	pending				
pcsx2\GS\Renderers\OpenGL\GLContextEGLWayland.h	24	rust\translations\pcsx2/GS/Renderers/OpenGL/GLContextEGLWayland.rs	pending				
pcsx2\GS\Renderers\OpenGL\GLContextEGLX11.cpp	42	rust\translations\pcsx2/GS/Renderers/OpenGL/GLContextEGLX11.rs	pending				
pcsx2\GS\Renderers\OpenGL\GLContextEGLX11.h	15	rust\translations\pcsx2/GS/Renderers/OpenGL/GLContextEGLX11.rs	pending				
pcsx2\GS\Renderers\OpenGL\GLContextWGL.cpp	384	rust\translations\pcsx2/GS/Renderers/OpenGL/GLContextWGL.rs	pending				
pcsx2\GS\Renderers\OpenGL\GLContextWGL.h	42	rust\translations\pcsx2/GS/Renderers/OpenGL/GLContextWGL.rs	pending				
pcsx2\GS\Renderers\OpenGL\GLProgram.cpp	445	rust\translations\pcsx2/GS/Renderers/OpenGL/GLProgram.rs	pending				
pcsx2\GS\Renderers\OpenGL\GLProgram.h	67	rust\translations\pcsx2/GS/Renderers/OpenGL/GLProgram.rs	pending				
pcsx2\GS\Renderers\OpenGL\GLShaderCache.cpp	449	rust\translations\pcsx2/GS/Renderers/OpenGL/GLShaderCache.rs	pending				
pcsx2\GS\Renderers\OpenGL\GLShaderCache.h	75	rust\translations\pcsx2/GS/Renderers/OpenGL/GLShaderCache.rs	pending				
pcsx2\GS\Renderers\OpenGL\GLState.cpp	71	rust\translations\pcsx2/GS/Renderers/OpenGL/GLState.rs	pending				
pcsx2\GS\Renderers\OpenGL\GLState.h	40	rust\translations\pcsx2/GS/Renderers/OpenGL/GLState.rs	pending				
pcsx2\GS\Renderers\OpenGL\GLStreamBuffer.cpp	269	rust\translations\pcsx2/GS/Renderers/OpenGL/GLStreamBuffer.rs	pending				
pcsx2\GS\Renderers\OpenGL\GLStreamBuffer.h	36	rust\translations\pcsx2/GS/Renderers/OpenGL/GLStreamBuffer.rs	pending				
pcsx2\GS\Renderers\OpenGL\GSDeviceOGL.cpp	2809	rust\translations\pcsx2/GS/Renderers/OpenGL/GSDeviceOGL.rs	pending				
pcsx2\GS\Renderers\OpenGL\GSDeviceOGL.h	341	rust\translations\pcsx2/GS/Renderers/OpenGL/GSDeviceOGL.rs	pending				
pcsx2\GS\Renderers\OpenGL\GSTextureOGL.cpp	414	rust\translations\pcsx2/GS/Renderers/OpenGL/GSTextureOGL.rs	pending				
pcsx2\GS\Renderers\OpenGL\GSTextureOGL.h	68	rust\translations\pcsx2/GS/Renderers/OpenGL/GSTextureOGL.rs	pending				
pcsx2\GS\Renderers\SW\GSDrawScanline.cpp	1662	rust\translations\pcsx2/GS/Renderers/SW/GSDrawScanline.rs	pending				
pcsx2\GS\Renderers\SW\GSDrawScanline.h	46	rust\translations\pcsx2/GS/Renderers/SW/GSDrawScanline.rs	pending				
pcsx2\GS\Renderers\SW\GSDrawScanlineCodeGenerator.all.cpp	2785	rust\translations\pcsx2/GS/Renderers/SW/GSDrawScanlineCodeGenerator.all.rs	pending				
pcsx2\GS\Renderers\SW\GSDrawScanlineCodeGenerator.all.h	156	rust\translations\pcsx2/GS/Renderers/SW/GSDrawScanlineCodeGenerator.all.rs	pending				
pcsx2\GS\Renderers\SW\GSDrawScanlineCodeGenerator.arm64.cpp	1932	rust\translations\pcsx2/GS/Renderers/SW/GSDrawScanlineCodeGenerator.arm64.rs	pending				
pcsx2\GS\Renderers\SW\GSDrawScanlineCodeGenerator.arm64.h	71	rust\translations\pcsx2/GS/Renderers/SW/GSDrawScanlineCodeGenerator.arm64.rs	pending				
pcsx2\GS\Renderers\SW\GSNewCodeGenerator.h	324	rust\translations\pcsx2/GS/Renderers/SW/GSNewCodeGenerator.rs	pending				
pcsx2\GS\Renderers\SW\GSRasterizer.cpp	1274	rust\translations\pcsx2/GS/Renderers/SW/GSRasterizer.rs	pending				
pcsx2\GS\Renderers\SW\GSRasterizer.h	163	rust\translations\pcsx2/GS/Renderers/SW/GSRasterizer.rs	pending				
pcsx2\GS\Renderers\SW\GSRendererSW.cpp	1362	rust\translations\pcsx2/GS/Renderers/SW/GSRendererSW.rs	pending				
pcsx2\GS\Renderers\SW\GSRendererSW.h	76	rust\translations\pcsx2/GS/Renderers/SW/GSRendererSW.rs	pending				
pcsx2\GS\Renderers\SW\GSScanlineEnvironment.h	268	rust\translations\pcsx2/GS/Renderers/SW/GSScanlineEnvironment.rs	pending				
pcsx2\GS\Renderers\SW\GSSetupPrimCodeGenerator.all.cpp	446	rust\translations\pcsx2/GS/Renderers/SW/GSSetupPrimCodeGenerator.all.rs	pending				
pcsx2\GS\Renderers\SW\GSSetupPrimCodeGenerator.all.h	44	rust\translations\pcsx2/GS/Renderers/SW/GSSetupPrimCodeGenerator.all.rs	pending				
pcsx2\GS\Renderers\SW\GSSetupPrimCodeGenerator.arm64.cpp	255	rust\translations\pcsx2/GS/Renderers/SW/GSSetupPrimCodeGenerator.arm64.rs	pending				
pcsx2\GS\Renderers\SW\GSSetupPrimCodeGenerator.arm64.h	24	rust\translations\pcsx2/GS/Renderers/SW/GSSetupPrimCodeGenerator.arm64.rs	pending				
pcsx2\GS\Renderers\SW\GSTextureCacheSW.cpp	268	rust\translations\pcsx2/GS/Renderers/SW/GSTextureCacheSW.rs	pending				
pcsx2\GS\Renderers\SW\GSTextureCacheSW.h	45	rust\translations\pcsx2/GS/Renderers/SW/GSTextureCacheSW.rs	pending				
pcsx2\GS\Renderers\SW\GSVertexSW.h	220	rust\translations\pcsx2/GS/Renderers/SW/GSVertexSW.rs	pending				
pcsx2\GS\Renderers\Vulkan\GSDeviceVK.cpp	5614	rust\translations\pcsx2/GS/Renderers/Vulkan/GSDeviceVK.rs	pending				
pcsx2\GS\Renderers\Vulkan\GSDeviceVK.h	623	rust\translations\pcsx2/GS/Renderers/Vulkan/GSDeviceVK.rs	pending				
pcsx2\GS\Renderers\Vulkan\GSTextureVK.cpp	849	rust\translations\pcsx2/GS/Renderers/Vulkan/GSTextureVK.rs	pending				
pcsx2\GS\Renderers\Vulkan\GSTextureVK.h	106	rust\translations\pcsx2/GS/Renderers/Vulkan/GSTextureVK.rs	pending				
pcsx2\GS\Renderers\Vulkan\vk_mem_alloc.cpp	4	rust\translations\pcsx2/GS/Renderers/Vulkan/vk_mem_alloc.rs	pending				
pcsx2\GS\Renderers\Vulkan\VKBuilders.cpp	876	rust\translations\pcsx2/GS/Renderers/Vulkan/VKBuilders.rs	pending				
